Amar_DN100023_c0_g1	Pele_DN144895_c2_g1
Amar_DN106592_c0_g1	Pele_DN149276_c0_g2
Amar_DN106592_c0_g1	Pele_DN149276_c0_g2
Amar_DN106592_c0_g1	Pele_DN149276_c0_g2
Amar_DN106644_c0_g1	Pdum_DN259503_c0_g1
Amar_DN106644_c0_g1	Pele_DN158044_c1_g7
Amar_DN10666_c0_g1	Pdum_DN167593_c0_g1
Amar_DN106678_c0_g1	Pele_DN157525_c0_g1
Amar_DN106701_c0_g1	Pele_DN159563_c1_g5
Amar_DN106702_c0_g1	Pdum_DN168025_c0_g1
Amar_DN106702_c0_g1	Pele_DN149909_c3_g1
Amar_DN106702_c0_g1	Pele_DN149909_c3_g1
Amar_DN106702_c0_g1	Pele_DN149909_c3_g1
Amar_DN106702_c0_g1	Pele_DN149909_c3_g1
Amar_DN106702_c0_g1	Pele_DN149909_c3_g1
Amar_DN106702_c0_g1	Pele_DN149909_c3_g1
Amar_DN106703_c0_g1	Pele_DN168906_c0_g1
Amar_DN10674_c0_g1	Pdum_DN3425_c0_g1
Amar_DN10674_c0_g1	Pele_DN279130_c0_g1
Amar_DN106760_c0_g1	Pdum_DN1587_c0_g1
Amar_DN106773_c0_g1	Pdum_DN931_c0_g1
Amar_DN106781_c0_g1	Pdum_DN1194_c0_g1
Amar_DN106781_c0_g1	Pdum_DN1194_c0_g1
Amar_DN106781_c0_g1	Pdum_DN1194_c0_g1
Amar_DN106781_c0_g1	Pele_DN279874_c0_g1
Amar_DN106789_c0_g1	Pele_DN279893_c0_g1
Amar_DN106808_c0_g1	Pdum_DN3962_c0_g1
Amar_DN106847_c0_g1	Pdum_DN106901_c0_g1
Amar_DN106847_c0_g1	Pele_DN136646_c0_g1
Amar_DN106866_c0_g1	Pele_DN130833_c0_g1
Amar_DN106866_c0_g1	Pele_DN130833_c0_g3
Amar_DN106866_c0_g1	Pele_DN130833_c0_g5
Amar_DN106875_c0_g1	Pdum_DN6634_c0_g1
Amar_DN106875_c0_g1	Pele_DN26523_c0_g1
Amar_DN106894_c0_g1	Pele_DN158460_c1_g11
Amar_DN106894_c0_g1	Pele_DN158460_c1_g11
Amar_DN106979_c0_g1	Pdum_DN213306_c0_g1
Amar_DN107033_c0_g1	Pele_DN317412_c0_g1
Amar_DN107065_c0_g1	Pele_DN159440_c0_g1
Amar_DN107092_c0_g1	Pele_DN155854_c0_g1
Amar_DN107149_c0_g1	Pdum_DN112_c0_g1
Amar_DN107153_c0_g1	Pdum_DN1445_c0_g2
Amar_DN107237_c0_g1	Pele_DN138097_c0_g1
Amar_DN107237_c0_g1	Pele_DN138097_c0_g1
Amar_DN107250_c0_g1	Pele_DN159616_c0_g5
Amar_DN107262_c0_g1	Pdum_DN299_c0_g1
Amar_DN107284_c0_g1	Pdum_DN1237_c0_g1
Amar_DN107304_c0_g1	Pele_DN146781_c0_g4
Amar_DN107312_c0_g1	Pele_DN155731_c0_g6
Amar_DN107323_c0_g1	Pele_DN154963_c0_g1
Amar_DN107383_c0_g1	Pele_DN160554_c3_g1
Amar_DN107422_c0_g1	Pele_DN280890_c0_g1
Amar_DN107440_c0_g1	Pele_DN157259_c0_g17
Amar_DN107486_c0_g1	Pele_DN154168_c0_g1
Amar_DN107537_c0_g1	Pele_DN152578_c0_g1
Amar_DN107537_c0_g1	Pele_DN152578_c0_g1
Amar_DN107537_c0_g1	Pele_DN152578_c0_g1
Amar_DN107615_c0_g1	Pdum_DN814_c0_g2
Amar_DN107619_c0_g1	Pele_DN158548_c0_g2
Amar_DN107621_c0_g1	Pdum_DN147492_c0_g1
Amar_DN107651_c0_g1	Pele_DN156174_c0_g3
Amar_DN107661_c0_g1	Pdum_DN172086_c0_g1
Amar_DN107661_c0_g1	Pele_DN149373_c2_g4
Amar_DN107696_c0_g1	Pdum_DN260458_c0_g1
Amar_DN107696_c0_g1	Pele_DN144214_c0_g5
Amar_DN107720_c0_g1	Pdum_DN147_c0_g1
Amar_DN107720_c0_g1	Pdum_DN147_c0_g1
Amar_DN107744_c0_g1	Pele_DN155800_c2_g1
Amar_DN107772_c0_g1	Pdum_DN471_c0_g1
Amar_DN107772_c0_g1	Pdum_DN471_c0_g1
Amar_DN107772_c0_g1	Pdum_DN471_c0_g1
Amar_DN107776_c0_g1	Pdum_DN3625_c0_g1
Amar_DN107794_c0_g1	Pdum_DN10436_c2_g1
Amar_DN107849_c0_g1	Pele_DN151093_c0_g3
Amar_DN107903_c0_g1	Pele_DN140271_c2_g12
Amar_DN107903_c0_g1	Pele_DN140271_c2_g12
Amar_DN107903_c0_g1	Pele_DN140271_c2_g12
Amar_DN107903_c0_g1	Pele_DN140271_c2_g12
Amar_DN107903_c0_g1	Pele_DN140271_c2_g12
Amar_DN107919_c0_g1	Pdum_DN2706_c0_g1
Amar_DN107955_c0_g1	Pdum_DN17404_c0_g1
Amar_DN108119_c0_g1	Pele_DN119905_c0_g1
Amar_DN108140_c0_g2	Pdum_DN200746_c0_g1
Amar_DN108221_c0_g1	Pdum_DN8497_c0_g1
Amar_DN108235_c0_g1	Pdum_DN75_c0_g1
Amar_DN108235_c0_g1	Pele_DN331088_c0_g1
Amar_DN108293_c0_g1	Pdum_DN1062_c0_g1
Amar_DN108322_c0_g1	Pdum_DN921_c1_g1
Amar_DN108330_c0_g1	Pele_DN157424_c0_g1
Amar_DN108358_c0_g1	Pdum_DN28639_c0_g1
Amar_DN108358_c0_g1	Pdum_DN28639_c0_g1
Amar_DN108358_c0_g1	Pdum_DN28639_c0_g1
Amar_DN108358_c0_g1	Pele_DN284715_c0_g1
Amar_DN108360_c0_g1	Pdum_DN13448_c0_g1
Amar_DN108372_c0_g1	Pdum_DN214591_c0_g1
Amar_DN108375_c0_g1	Pdum_DN2124_c0_g1
Amar_DN108375_c0_g1	Pdum_DN2124_c0_g1
Amar_DN108382_c0_g1	Pdum_DN1089_c0_g1
Amar_DN108393_c0_g1	Pdum_DN348_c0_g1
Amar_DN108415_c0_g1	Pele_DN160616_c2_g14
Amar_DN108415_c0_g1	Pele_DN160616_c2_g14
Amar_DN10852_c0_g1	Pele_DN158971_c0_g4
Amar_DN10852_c0_g1	Pele_DN158971_c0_g4
Amar_DN10852_c1_g1	Pele_DN158971_c0_g4
Amar_DN108580_c0_g1	Pele_DN130581_c0_g1
Amar_DN108591_c0_g1	Pele_DN149178_c4_g1
Amar_DN108591_c0_g1	Pele_DN149178_c4_g1
Amar_DN108625_c0_g1	Pdum_DN7987_c0_g1
Amar_DN108793_c0_g1	Pele_DN160450_c5_g13
Amar_DN108793_c0_g1	Pele_DN160450_c5_g13
Amar_DN108819_c0_g1	Pdum_DN7672_c0_g1
Amar_DN108819_c0_g1	Pdum_DN7672_c0_g1
Amar_DN108819_c0_g1	Pdum_DN7672_c0_g1
Amar_DN108819_c0_g1	Pdum_DN7672_c0_g1
Amar_DN108819_c0_g1	Pdum_DN7672_c0_g1
Amar_DN108819_c0_g1	Pele_DN356108_c0_g1
Amar_DN108830_c0_g1	Pele_DN159691_c3_g1
Amar_DN108830_c0_g1	Pele_DN159691_c3_g1
Amar_DN108832_c0_g1	Pdum_DN4112_c0_g1
Amar_DN108844_c0_g1	Pele_DN241580_c0_g1
Amar_DN108852_c0_g1	Pele_DN133518_c0_g1
Amar_DN108852_c0_g1	Pele_DN133518_c0_g1
Amar_DN108892_c0_g1	Pdum_DN2955_c0_g1
Amar_DN10891_c0_g1	Pdum_DN37956_c0_g1
Amar_DN10891_c0_g1	Pele_DN172643_c0_g1
Amar_DN108911_c0_g1	Pele_DN245891_c0_g1
Amar_DN108914_c0_g1	Pele_DN158574_c1_g1
Amar_DN108914_c0_g1	Pele_DN158574_c1_g1
Amar_DN108914_c0_g1	Pele_DN158574_c1_g1
Amar_DN108957_c0_g1	Pele_DN136380_c3_g6
Amar_DN108957_c0_g1	Pele_DN136380_c3_g6
Amar_DN108970_c0_g1	Pele_DN143844_c1_g2
Amar_DN108970_c0_g1	Pele_DN143844_c1_g2
Amar_DN109004_c0_g1	Pdum_DN6411_c0_g1
Amar_DN109009_c0_g1	Pele_DN149592_c0_g2
Amar_DN109009_c0_g1	Pele_DN149592_c0_g2
Amar_DN109009_c0_g1	Pele_DN149592_c0_g2
Amar_DN109009_c0_g1	Pele_DN149592_c0_g2
Amar_DN109037_c0_g1	Pele_DN158584_c3_g1
Amar_DN109037_c0_g1	Pele_DN158584_c3_g1
Amar_DN109053_c0_g1	Pdum_DN1730_c0_g1
Amar_DN109053_c0_g1	Pdum_DN1730_c0_g1
Amar_DN109055_c0_g1	Pdum_DN943_c0_g1
Amar_DN109079_c0_g1	Pele_DN160630_c5_g7
Amar_DN109109_c0_g1	Pdum_DN4288_c0_g1
Amar_DN109167_c0_g1	Pele_DN153791_c1_g1
Amar_DN109186_c0_g1	Pele_DN153932_c2_g5
Amar_DN109186_c0_g1	Pele_DN153932_c2_g5
Amar_DN109186_c0_g1	Pele_DN153932_c2_g5
Amar_DN109186_c0_g1	Pele_DN153932_c2_g5
Amar_DN109186_c0_g1	Pele_DN153932_c2_g5
Amar_DN109186_c0_g1	Pele_DN153932_c2_g5
Amar_DN10919_c0_g1	Pele_DN259186_c0_g1
Amar_DN109234_c0_g1	Pdum_DN148686_c0_g1
Amar_DN109234_c0_g1	Pele_DN209137_c0_g1
Amar_DN109247_c0_g1	Pdum_DN69875_c1_g1
Amar_DN109263_c0_g1	Pele_DN209194_c0_g1
Amar_DN109265_c0_g1	Pdum_DN6487_c0_g1
Amar_DN109265_c0_g1	Pdum_DN6487_c0_g1
Amar_DN109280_c0_g2	Pdum_DN214782_c0_g1
Amar_DN109280_c0_g2	Pele_DN157794_c0_g8
Amar_DN109284_c0_g1	Pele_DN151611_c3_g13
Amar_DN109284_c0_g1	Pele_DN151611_c3_g13
Amar_DN109284_c0_g1	Pele_DN151611_c3_g13
Amar_DN109284_c0_g1	Pele_DN151611_c3_g13
Amar_DN109284_c0_g1	Pele_DN151611_c3_g13
Amar_DN109284_c0_g1	Pele_DN151611_c3_g13
Amar_DN109284_c0_g1	Pele_DN151611_c3_g13
Amar_DN109284_c0_g1	Pele_DN151611_c3_g13
Amar_DN109284_c0_g1	Pele_DN151611_c3_g13
Amar_DN109306_c0_g1	Pdum_DN1878_c0_g1
Amar_DN109390_c0_g1	Pele_DN159304_c2_g7
Amar_DN109390_c0_g1	Pele_DN159304_c2_g7
Amar_DN109524_c0_g1	Pele_DN124593_c3_g1
Amar_DN109524_c0_g1	Pele_DN124593_c3_g1
Amar_DN109528_c0_g1	Pele_DN152458_c1_g1
Amar_DN109544_c0_g1	Pele_DN153597_c0_g2
Amar_DN109580_c0_g1	Pele_DN154163_c0_g1
Amar_DN109580_c0_g1	Pele_DN154163_c0_g1
Amar_DN109608_c0_g1	Pele_DN148820_c1_g13
Amar_DN109608_c0_g1	Pele_DN148820_c1_g13
Amar_DN109608_c0_g1	Pele_DN148820_c1_g13
Amar_DN109688_c0_g1	Pdum_DN20185_c0_g1
Amar_DN109699_c0_g1	Pele_DN239701_c0_g1
Amar_DN109712_c0_g1	Pdum_DN2105_c0_g1
Amar_DN109736_c0_g1	Pele_DN152632_c0_g1
Amar_DN109736_c0_g1	Pele_DN152632_c0_g1
Amar_DN109823_c0_g1	Pdum_DN4739_c0_g1
Amar_DN109834_c0_g1	Pdum_DN171046_c0_g1
Amar_DN109842_c0_g1	Pele_DN321730_c0_g1
Amar_DN109866_c0_g1	Pele_DN159293_c0_g2
Amar_DN109920_c0_g1	Pdum_DN1002_c0_g1
Amar_DN109950_c0_g1	Pele_DN139072_c0_g2
Amar_DN109977_c0_g1	Pele_DN143278_c0_g1
Amar_DN109977_c0_g1	Pele_DN143278_c0_g1
Amar_DN109977_c0_g1	Pele_DN143278_c0_g1
Amar_DN109987_c0_g1	Pdum_DN126011_c0_g1
Amar_DN109988_c0_g1	Pdum_DN16440_c0_g1
Amar_DN110017_c0_g1	Pdum_DN521_c0_g1
Amar_DN110017_c0_g1	Pdum_DN521_c0_g1
Amar_DN110017_c0_g1	Pdum_DN521_c0_g1
Amar_DN110072_c0_g1	Pele_DN152078_c1_g10
Amar_DN110077_c0_g1	Pele_DN155953_c5_g3
Amar_DN110077_c0_g1	Pele_DN155953_c5_g3
Amar_DN110086_c0_g1	Pdum_DN902_c1_g1
Amar_DN110087_c0_g1	Pele_DN143854_c2_g1
Amar_DN110108_c0_g1	Pele_DN126541_c0_g1
Amar_DN110177_c0_g1	Pele_DN140726_c0_g13
Amar_DN110178_c0_g1	Pdum_DN13_c0_g1
Amar_DN110178_c0_g1	Pdum_DN13_c0_g1
Amar_DN110178_c0_g1	Pdum_DN13_c0_g1
Amar_DN110193_c0_g1	Pdum_DN171356_c0_g1
Amar_DN110193_c0_g1	Pele_DN210711_c0_g1
Amar_DN110227_c0_g1	Pele_DN155224_c3_g1
Amar_DN110244_c0_g1	Pele_DN132460_c0_g1
Amar_DN110260_c0_g1	Pdum_DN15_c0_g1
Amar_DN110260_c0_g1	Pdum_DN15_c0_g1
Amar_DN110260_c0_g1	Pdum_DN15_c0_g1
Amar_DN110260_c0_g1	Pdum_DN15_c0_g1
Amar_DN110307_c0_g1	Pdum_DN262947_c0_g1
Amar_DN110308_c0_g1	Pele_DN123379_c0_g1
Amar_DN110356_c0_g1	Pele_DN204468_c0_g1
Amar_DN110390_c0_g1	Pele_DN159344_c1_g2
Amar_DN110402_c0_g1	Pdum_DN59_c0_g1
Amar_DN110402_c0_g1	Pdum_DN59_c0_g1
Amar_DN110446_c0_g1	Pele_DN145722_c0_g2
Amar_DN110501_c0_g1	Pdum_DN10980_c0_g1
Amar_DN110501_c0_g1	Pdum_DN10980_c0_g1
Amar_DN110508_c0_g1	Pele_DN153829_c0_g2
Amar_DN110508_c0_g1	Pele_DN153829_c0_g2
Amar_DN110530_c0_g1	Pdum_DN92679_c0_g1
Amar_DN110531_c0_g1	Pdum_DN12114_c0_g1
Amar_DN110531_c0_g1	Pdum_DN12114_c0_g1
Amar_DN110545_c0_g1	Pele_DN153505_c0_g9
Amar_DN110554_c0_g1	Pele_DN124713_c0_g1
Amar_DN110563_c0_g1	Pele_DN158339_c0_g1
Amar_DN11059_c0_g1	Pdum_DN3103_c0_g1
Amar_DN110599_c0_g1	Pdum_DN662_c1_g1
Amar_DN110641_c0_g1	Pele_DN147042_c1_g3
Amar_DN110663_c0_g1	Pdum_DN5459_c0_g1
Amar_DN110663_c0_g1	Pdum_DN5459_c0_g1
Amar_DN110677_c0_g1	Pele_DN156383_c0_g2
Amar_DN110677_c0_g1	Pele_DN156383_c0_g2
Amar_DN11068_c0_g1	Pele_DN92161_c0_g1
Amar_DN110761_c0_g1	Pele_DN132459_c0_g3
Amar_DN110799_c0_g1	Pdum_DN232012_c0_g1
Amar_DN1108_c0_g1	Pele_DN148255_c2_g9
Amar_DN110832_c0_g1	Pele_DN159588_c1_g7
Amar_DN110846_c0_g1	Pele_DN159636_c1_g1
Amar_DN110846_c0_g1	Pele_DN159636_c1_g1
Amar_DN110846_c0_g1	Pele_DN159636_c1_g1
Amar_DN110847_c0_g1	Pele_DN147254_c1_g3
Amar_DN110864_c0_g1	Pdum_DN4405_c0_g1
Amar_DN110878_c0_g1	Pele_DN140435_c0_g4
Amar_DN110886_c0_g1	Pdum_DN7151_c0_g1
Amar_DN110886_c0_g1	Pdum_DN7151_c0_g1
Amar_DN110918_c0_g1	Pele_DN124639_c0_g1
Amar_DN110971_c0_g1	Pele_DN131781_c0_g1
Amar_DN111005_c0_g1	Pele_DN158107_c1_g1
Amar_DN111035_c0_g1	Pele_DN160716_c13_g3
Amar_DN111062_c0_g1	Pdum_DN5931_c0_g1
Amar_DN111064_c0_g1	Pdum_DN56_c0_g1
Amar_DN111064_c0_g1	Pdum_DN56_c0_g1
Amar_DN111108_c0_g1	Pdum_DN24260_c0_g1
Amar_DN111108_c0_g1	Pdum_DN5919_c0_g1
Amar_DN111111_c0_g1	Pdum_DN605_c0_g1
Amar_DN111111_c0_g1	Pdum_DN605_c0_g1
Amar_DN111111_c0_g1	Pdum_DN605_c0_g1
Amar_DN111111_c0_g1	Pdum_DN605_c0_g1
Amar_DN111111_c0_g1	Pdum_DN605_c0_g1
Amar_DN111132_c0_g1	Pele_DN249366_c0_g1
Amar_DN111158_c0_g1	Pele_DN156769_c8_g4
Amar_DN111165_c0_g1	Pele_DN147578_c0_g1
Amar_DN111165_c0_g1	Pele_DN147578_c0_g1
Amar_DN111257_c0_g1	Pele_DN155214_c0_g1
Amar_DN111302_c0_g1	Pele_DN139490_c0_g1
Amar_DN111341_c0_g1	Pdum_DN217461_c0_g1
Amar_DN111374_c0_g1	Pdum_DN13751_c0_g1
Amar_DN111384_c0_g1	Pdum_DN2317_c0_g1
Amar_DN111410_c0_g1	Pele_DN141420_c0_g1
Amar_DN111417_c0_g1	Pele_DN147996_c0_g1
Amar_DN111418_c0_g1	Pele_DN138092_c1_g2
Amar_DN111474_c0_g1	Pdum_DN264201_c0_g1
Amar_DN111474_c0_g1	Pele_DN154164_c0_g10
Amar_DN111489_c0_g1	Pele_DN155681_c0_g6
Amar_DN11154_c0_g1	Pdum_DN91188_c0_g1
Amar_DN111576_c0_g1	Pele_DN148876_c0_g2
Amar_DN111576_c0_g1	Pele_DN148876_c0_g2
Amar_DN111600_c0_g1	Pele_DN150797_c0_g4
Amar_DN111615_c0_g1	Pele_DN155987_c0_g1
Amar_DN111622_c0_g1	Pdum_DN140_c0_g1
Amar_DN111622_c0_g1	Pdum_DN140_c0_g1
Amar_DN111659_c0_g1	Pdum_DN3685_c0_g1
Amar_DN111659_c0_g1	Pdum_DN3685_c0_g1
Amar_DN111668_c0_g1	Pdum_DN214736_c0_g1
Amar_DN111704_c0_g1	Pdum_DN17169_c0_g1
Amar_DN111725_c0_g1	Pele_DN146844_c3_g3
Amar_DN111733_c0_g1	Pele_DN160360_c0_g1
Amar_DN111777_c0_g1	Pdum_DN29442_c0_g1
Amar_DN111839_c0_g1	Pdum_DN151_c0_g1
Amar_DN111839_c0_g1	Pdum_DN151_c0_g1
Amar_DN111850_c0_g1	Pele_DN73366_c0_g1
Amar_DN111879_c0_g1	Pele_DN155924_c0_g11
Amar_DN111917_c0_g1	Pele_DN130874_c0_g2
Amar_DN111920_c0_g1	Pele_DN152210_c0_g2
Amar_DN111932_c0_g1	Pele_DN152782_c1_g5
Amar_DN111936_c0_g1	Pdum_DN905_c0_g1
Amar_DN111936_c0_g1	Pdum_DN905_c0_g1
Amar_DN111936_c0_g1	Pdum_DN905_c0_g1
Amar_DN111945_c0_g1	Pdum_DN198781_c0_g1
Amar_DN111945_c0_g1	Pele_DN144357_c0_g2
Amar_DN111945_c0_g1	Pele_DN144357_c0_g2
Amar_DN111969_c0_g1	Pdum_DN6876_c0_g1
Amar_DN111969_c0_g1	Pdum_DN6876_c0_g1
Amar_DN111977_c0_g1	Pele_DN151642_c0_g1
Amar_DN111977_c0_g1	Pele_DN151642_c0_g1
Amar_DN111993_c0_g1	Pdum_DN2739_c0_g1
Amar_DN111993_c0_g1	Pele_DN360739_c0_g1
Amar_DN1120_c0_g2	Pele_DN127362_c1_g1
Amar_DN112067_c0_g1	Pele_DN147691_c2_g1
Amar_DN112121_c0_g1	Pdum_DN1138_c0_g1
Amar_DN112121_c0_g1	Pele_DN338579_c0_g1
Amar_DN112159_c0_g1	Pele_DN150031_c0_g6
Amar_DN112159_c0_g1	Pele_DN150031_c0_g6
Amar_DN112189_c0_g1	Pele_DN132360_c0_g1
Amar_DN112216_c0_g1	Pele_DN152689_c1_g2
Amar_DN112230_c0_g1	Pele_DN159715_c0_g5
Amar_DN112264_c0_g1	Pele_DN158112_c0_g13
Amar_DN112287_c0_g1	Pele_DN156195_c0_g5
Amar_DN112287_c0_g1	Pele_DN156195_c0_g5
Amar_DN112289_c0_g1	Pele_DN159304_c2_g7
Amar_DN112300_c0_g1	Pele_DN159458_c2_g1
Amar_DN112311_c0_g1	Pele_DN159631_c0_g1
Amar_DN112357_c0_g1	Pele_DN149951_c1_g1
Amar_DN112357_c0_g1	Pele_DN149951_c1_g1
Amar_DN112357_c0_g1	Pele_DN149951_c1_g1
Amar_DN112371_c0_g1	Pele_DN156790_c4_g5
Amar_DN112426_c0_g1	Pele_DN153707_c0_g1
Amar_DN112426_c0_g1	Pele_DN153707_c0_g1
Amar_DN112473_c0_g1	Pele_DN139766_c4_g5
Amar_DN112473_c0_g1	Pele_DN139766_c4_g5
Amar_DN112508_c0_g1	Pele_DN158322_c1_g4
Amar_DN112593_c0_g1	Pdum_DN15184_c0_g1
Amar_DN112611_c0_g1	Pele_DN160199_c5_g15
Amar_DN11264_c0_g1	Pdum_DN3260_c0_g1
Amar_DN11264_c0_g1	Pele_DN323067_c0_g1
Amar_DN112691_c0_g1	Pele_DN157341_c0_g2
Amar_DN112709_c0_g1	Pele_DN151119_c3_g1
Amar_DN112730_c0_g1	Pele_DN151903_c0_g2
Amar_DN112767_c0_g1	Pdum_DN1835_c0_g1
Amar_DN112767_c0_g1	Pdum_DN1835_c0_g1
Amar_DN112813_c0_g1	Pdum_DN154753_c0_g1
Amar_DN112813_c0_g1	Pele_DN214670_c0_g1
Amar_DN112817_c0_g1	Pdum_DN31089_c0_g2
Amar_DN112830_c0_g1	Pele_DN150301_c0_g2
Amar_DN112830_c0_g1	Pele_DN150301_c0_g2
Amar_DN112866_c0_g1	Pele_DN160123_c1_g1
Amar_DN112866_c0_g1	Pele_DN160123_c1_g1
Amar_DN112867_c0_g1	Pele_DN152458_c1_g1
Amar_DN112867_c0_g1	Pele_DN152458_c1_g1
Amar_DN112867_c0_g1	Pele_DN152458_c1_g1
Amar_DN112883_c0_g1	Pele_DN151558_c1_g2
Amar_DN112921_c0_g1	Pele_DN114209_c0_g1
Amar_DN112936_c0_g1	Pele_DN160348_c1_g4
Amar_DN112949_c0_g1	Pele_DN160288_c2_g1
Amar_DN112954_c0_g1	Pele_DN155071_c1_g2
Amar_DN112956_c0_g1	Pdum_DN16239_c0_g1
Amar_DN112956_c0_g1	Pdum_DN16239_c0_g1
Amar_DN112956_c0_g1	Pdum_DN16239_c0_g1
Amar_DN112961_c0_g1	Pele_DN259038_c0_g1
Amar_DN113040_c0_g1	Pele_DN132844_c0_g1
Amar_DN113050_c0_g1	Pele_DN145817_c4_g1
Amar_DN113050_c0_g1	Pele_DN145817_c4_g1
Amar_DN113050_c0_g1	Pele_DN145817_c4_g1
Amar_DN113050_c0_g1	Pele_DN145817_c4_g1
Amar_DN113059_c0_g1	Pdum_DN340_c1_g1
Amar_DN113121_c0_g1	Pdum_DN2147_c0_g1
Amar_DN113122_c0_g1	Pele_DN155312_c1_g3
Amar_DN113196_c0_g1	Pele_DN215332_c0_g1
Amar_DN113219_c0_g1	Pdum_DN3720_c0_g1
Amar_DN113222_c0_g1	Pele_DN143273_c0_g2
Amar_DN113222_c0_g1	Pele_DN143273_c0_g2
Amar_DN113235_c0_g1	Pele_DN141153_c2_g5
Amar_DN113235_c0_g1	Pele_DN141153_c2_g5
Amar_DN113255_c0_g1	Pele_DN160569_c1_g2
Amar_DN113255_c0_g1	Pele_DN160569_c1_g2
Amar_DN113281_c0_g1	Pdum_DN8396_c0_g1
Amar_DN113338_c0_g1	Pele_DN161897_c0_g1
Amar_DN113352_c0_g1	Pdum_DN115495_c0_g1
Amar_DN113352_c0_g1	Pele_DN139214_c0_g3
Amar_DN113380_c0_g1	Pdum_DN168160_c0_g1
Amar_DN113395_c0_g1	Pele_DN151642_c0_g1
Amar_DN113395_c0_g1	Pele_DN151642_c0_g1
Amar_DN113420_c0_g1	Pdum_DN196869_c0_g1
Amar_DN113438_c0_g1	Pele_DN153296_c3_g1
Amar_DN113438_c0_g1	Pele_DN153296_c3_g1
Amar_DN113478_c0_g1	Pdum_DN174575_c0_g1
Amar_DN113486_c0_g1	Pele_DN145718_c0_g1
Amar_DN113504_c0_g1	Pele_DN151558_c1_g2
Amar_DN113511_c0_g1	Pdum_DN8358_c0_g1
Amar_DN113545_c0_g1	Pele_DN157849_c5_g2
Amar_DN113566_c0_g1	Pdum_DN219686_c0_g1
Amar_DN113566_c0_g1	Pele_DN160516_c6_g1
Amar_DN113588_c0_g1	Pdum_DN580_c1_g1
Amar_DN113597_c0_g1	Pele_DN143844_c1_g2
Amar_DN113597_c0_g1	Pele_DN143844_c1_g2
Amar_DN113602_c0_g1	Pdum_DN5686_c0_g1
Amar_DN113647_c0_g1	Pdum_DN5314_c0_g1
Amar_DN113650_c0_g1	Pdum_DN5261_c0_g1
Amar_DN113658_c0_g1	Pdum_DN150425_c0_g1
Amar_DN113658_c0_g1	Pele_DN126629_c0_g1
Amar_DN113658_c0_g1	Pele_DN126629_c0_g1
Amar_DN113658_c0_g1	Pele_DN126629_c0_g1
Amar_DN113658_c0_g1	Pele_DN126629_c0_g1
Amar_DN113658_c0_g1	Pele_DN126629_c0_g1
Amar_DN113664_c0_g1	Pele_DN358086_c0_g1
Amar_DN113669_c0_g1	Pele_DN143476_c0_g1
Amar_DN113669_c0_g1	Pele_DN143476_c0_g1
Amar_DN113669_c0_g1	Pele_DN143476_c0_g1
Amar_DN113669_c0_g1	Pele_DN143476_c0_g1
Amar_DN113669_c0_g1	Pele_DN143476_c0_g1
Amar_DN113688_c0_g1	Pele_DN160387_c2_g4
Amar_DN113691_c0_g1	Pele_DN155536_c0_g1
Amar_DN113693_c0_g1	Pele_DN140716_c0_g1
Amar_DN113694_c0_g1	Pele_DN155422_c2_g1
Amar_DN113703_c0_g1	Pdum_DN153_c0_g1
Amar_DN113703_c0_g1	Pdum_DN153_c0_g1
Amar_DN113703_c0_g1	Pdum_DN153_c0_g1
Amar_DN113703_c0_g1	Pdum_DN153_c0_g1
Amar_DN113703_c0_g1	Pele_DN272969_c0_g1
Amar_DN113764_c0_g1	Pdum_DN215594_c0_g1
Amar_DN113764_c0_g1	Pele_DN145377_c1_g4
Amar_DN113764_c0_g1	Pele_DN145377_c1_g4
Amar_DN113764_c0_g1	Pele_DN145377_c1_g4
Amar_DN113764_c0_g1	Pele_DN145377_c1_g4
Amar_DN113786_c0_g1	Pele_DN153160_c0_g2
Amar_DN113810_c0_g1	Pele_DN155072_c1_g1
Amar_DN113810_c0_g1	Pele_DN155072_c1_g1
Amar_DN113814_c0_g1	Pele_DN47782_c0_g1
Amar_DN11382_c0_g1	Pele_DN127861_c0_g1
Amar_DN113825_c0_g1	Pdum_DN5713_c0_g1
Amar_DN113867_c0_g1	Pdum_DN5134_c0_g1
Amar_DN113873_c0_g1	Pele_DN154549_c0_g2
Amar_DN113873_c0_g1	Pele_DN154549_c0_g2
Amar_DN113930_c0_g1	Pele_DN144351_c0_g1
Amar_DN113930_c0_g1	Pele_DN144351_c0_g1
Amar_DN113952_c0_g1	Pdum_DN5646_c1_g1
Amar_DN113957_c0_g1	Pele_DN140562_c0_g1
Amar_DN113974_c0_g1	Pdum_DN175546_c0_g1
Amar_DN113974_c0_g1	Pele_DN160165_c10_g20
Amar_DN114032_c0_g1	Pele_DN139816_c0_g1
Amar_DN114063_c0_g1	Pele_DN159413_c1_g14
Amar_DN114090_c0_g1	Pele_DN148572_c0_g1
Amar_DN114090_c0_g1	Pele_DN148572_c0_g1
Amar_DN11413_c0_g1	Pdum_DN78125_c0_g3
Amar_DN11413_c0_g1	Pele_DN154643_c0_g1
Amar_DN114182_c0_g1	Pele_DN146468_c2_g1
Amar_DN114191_c0_g1	Pdum_DN201239_c0_g1
Amar_DN114197_c0_g1	Pdum_DN13120_c1_g1
Amar_DN114238_c0_g1	Pele_DN150192_c0_g1
Amar_DN114238_c0_g1	Pele_DN150192_c0_g1
Amar_DN114246_c0_g1	Pele_DN155788_c2_g7
